CampaignChannel,CampaignType,AdSpend,ClickThroughRate,EmailOpens,EmailClicks,PreviousPurchases,WebsiteVisits,Conversion
SEO,Retention,7630.877461553779,0.0114495515694262,6,3,3,45,1
PPC,Retention,1161.794372552364,0.2008890647734605,6,7,7,43,1
Email,Consideration,7047.097636630703,0.2583884756030449,2,6,8,24,1
Referral,Consideration,298.23035982191794,0.2808477179567616,8,3,7,30,1
Referral,Consideration,374.814785284915,0.0517558221024588,7,3,0,42,1
Referral,Conversion,5305.6500720186405,0.2124804639711786,17,4,7,19,1
SEO,Awareness,1050.7705494398317,0.0411312726851377,9,6,8,25,1
SEO,Consideration,9646.931572600695,0.1122573332235857,19,9,3,18,1
Email,Consideration,8948.929143837599,0.2222586436770281,7,8,7,29,1
SEO,Consideration,6533.13910935406,0.1103322355872894,7,4,9,24,1
Social Media,Retention,730.7188112993015,0.1008786712015096,16,2,4,35,1
SEO,Consideration,3315.8690522899446,0.0436558394526983,16,8,0,48,1
Referral,Awareness,3780.057679269835,0.0292670473551455,3,0,6,17,0
Email,Retention,4860.710374704127,0.0434306174717095,5,1,1,3,0
PPC,Awareness,1772.138452663877,0.263887684734115,18,3,4,26,1
PPC,Retention,5817.36526369224,0.0132475723604683,0,5,0,32,1
Email,Retention,4414.12941430131,0.2109311021652338,3,2,4,5,0
Social Media,Conversion,9478.2399375893,0.2329010266676063,10,9,5,6,1
PPC,Retention,9368.332773289669,0.1746876081969543,5,2,8,0,1
Referral,Retention,5698.192157865727,0.221924854743113,11,8,9,37,1
PPC,Awareness,6479.058426306299,0.199158204017279,4,2,2,34,1
PPC,Awareness,1464.1850309600502,0.1421119618374608,13,4,2,22,1
Referral,Consideration,2310.9000645176984,0.1209860240841174,16,2,0,15,1
SEO,Conversion,9017.082501598905,0.2829862766375003,3,0,5,33,1
Social Media,Retention,7021.742636667776,0.2918620178454357,14,4,3,33,1
Referral,Conversion,1975.3589531024677,0.1988687070512586,5,4,1,30,1
Referral,Consideration,5745.082030124907,0.0672166635705568,12,2,3,42,1
Email,Conversion,9354.136379845544,0.1398907571069583,11,8,8,30,1
Social Media,Retention,3517.1939510028456,0.153995872123956,9,9,2,10,1
SEO,Awareness,1939.621717638944,0.2298113152135918,5,3,7,7,1
Referral,Conversion,9426.050241400071,0.2036553680834726,8,2,4,23,1
SEO,Retention,4666.527066891782,0.1592961845340895,15,4,4,22,1
Referral,Consideration,4230.695786761388,0.2073057217582755,7,6,6,31,1
Referral,Retention,2748.9152779482274,0.0169764855527944,6,1,4,14,1
Email,Conversion,8926.694419976728,0.2352242433464655,13,4,6,27,1
PPC,Retention,8471.605992206794,0.0713733478620138,3,2,1,19,1
Social Media,Retention,4089.604954423866,0.2003586504727332,2,8,0,13,1
Email,Conversion,403.0714709810806,0.0430522431197326,2,7,9,25,1
SEO,Conversion,4521.849162010782,0.0431936424181634,18,8,6,49,1
Referral,Consideration,1890.4943641425275,0.0203407167126435,9,5,4,36,1
Referral,Retention,1513.0672944739235,0.2739675149445184,13,3,6,1,1
Social Media,Awareness,3991.6267577646936,0.1853220397306254,5,8,0,33,1
Email,Conversion,1080.8616797118093,0.114968961506453,11,3,6,33,1
Email,Retention,9578.898618623483,0.2384555448955995,11,3,0,33,1
SEO,Awareness,570.6378996346898,0.1915638381811529,3,1,2,8,0
Email,Awareness,4073.559311247399,0.1898233501947527,9,0,2,43,1
Email,Retention,1710.7567501137796,0.1512424103652719,11,9,2,49,1
PPC,Retention,6919.232083134686,0.0122987658137805,16,3,4,2,1
Social Media,Retention,880.2333472241612,0.0849541268632325,6,5,1,29,1
Email,Awareness,5513.37518466548,0.041632241434024,9,3,0,18,1
SEO,Retention,7753.704802499183,0.202098857182305,0,3,5,30,1
Referral,Conversion,9505.59236698481,0.0821000383182293,18,1,9,15,1
Email,Awareness,7015.422873397185,0.14054833257485,19,2,9,42,1
Email,Conversion,1084.9684005823767,0.112494786504066,4,2,3,23,1
Referral,Conversion,976.353442169996,0.0515276339983555,5,6,0,14,0
PPC,Retention,7342.820680526852,0.2879273675359886,0,3,8,21,1
Social Media,Conversion,2231.7611095343395,0.2806916003718926,14,2,6,31,1
PPC,Retention,4527.669155469163,0.0345363739506257,1,4,5,10,1
SEO,Awareness,9768.548903378454,0.2499359525231189,17,3,3,28,1
Email,Conversion,8217.077304198368,0.1516283679877482,12,0,6,41,1
PPC,Retention,8481.274237271986,0.2343834065284468,1,5,6,23,1
Social Media,Consideration,8621.622056807979,0.0538355679649924,7,4,7,18,1
SEO,Retention,6233.498867203423,0.0483594999554876,4,6,8,4,0
PPC,Consideration,7464.945846238535,0.2683196752596092,14,7,9,45,1
Email,Retention,3653.713054879444,0.2703676526339076,12,2,0,40,0
Social Media,Consideration,9984.617643071222,0.1451145271985465,16,3,2,37,1
Email,Conversion,2868.259479580986,0.2623457613083204,3,4,5,0,1
Email,Consideration,5941.073292704843,0.2035630959360527,6,7,4,29,1
SEO,Conversion,2892.410615379814,0.0636528253571876,1,9,9,11,1
Social Media,Conversion,1209.5034005447242,0.1053967367578231,8,6,8,45,1
Referral,Retention,5719.099566952399,0.0494575886475142,1,6,9,3,1
Email,Conversion,3598.151841574784,0.2344451139899706,16,4,1,14,1
Social Media,Awareness,5873.870748481539,0.2957227101617674,17,3,3,16,1
Email,Consideration,5630.916918983429,0.1684497147041433,5,0,4,11,1
PPC,Retention,5468.34161852126,0.2002006800933188,17,5,5,0,1
PPC,Conversion,1320.6811082606414,0.2263668447587546,5,8,9,12,1
Social Media,Consideration,4457.789666068535,0.0750351397048422,1,1,2,29,0
SEO,Consideration,8138.8390000480385,0.1074403618136959,1,0,1,9,1
Referral,Awareness,3219.920605891895,0.129573151284028,5,9,7,35,1
PPC,Consideration,4493.931902391445,0.1824306105221869,8,4,8,5,1
SEO,Retention,4988.932744170654,0.2566428476631449,3,3,1,8,0
Referral,Retention,8641.039994658273,0.0837190279310727,9,3,2,49,1
PPC,Conversion,6590.437715337587,0.1465577522110588,19,0,5,1,1
Referral,Conversion,1092.0050948894086,0.2279448342493663,1,0,4,5,1
Email,Retention,8665.19275946971,0.035341649856341,12,0,7,10,1
Social Media,Consideration,8337.45315727269,0.1587391029145917,3,7,4,25,1
PPC,Consideration,7561.095207931837,0.0518701139760602,10,0,8,27,1
PPC,Awareness,4713.974381356493,0.1663531800509313,9,4,0,12,1
Email,Conversion,7599.699296509487,0.2326686007814766,12,9,5,37,1
PPC,Consideration,4839.546420163297,0.0787147492030325,6,5,6,11,1
PPC,Consideration,7392.572989838913,0.2563487491905644,3,6,1,18,1
PPC,Conversion,8813.090633228108,0.1070931919237075,4,4,5,17,1
PPC,Retention,8916.361692792909,0.0653276104317533,6,8,0,18,1
PPC,Consideration,4600.327884455801,0.1449437845705471,10,0,2,27,1
SEO,Awareness,8607.49252558509,0.2640617738105095,2,6,1,11,1
PPC,Consideration,1104.4280670263602,0.0299905877404898,12,5,6,31,1
Email,Consideration,1108.012233119132,0.1049957252028271,2,8,8,12,1
PPC,Awareness,5527.842773988052,0.1994173190010428,4,5,2,22,1
Referral,Retention,6553.261722717063,0.1136984519217197,13,1,2,35,1
Referral,Awareness,1614.6383821861866,0.0305389584724585,19,8,8,29,1
Email,Awareness,4774.58244357933,0.1062797009463373,4,3,8,21,1
SEO,Conversion,1034.1904113776382,0.2480782219795937,16,8,7,37,1
Email,Consideration,6060.784906977773,0.2907308815264575,13,2,2,44,1
SEO,Retention,8565.430963853194,0.0215359672453383,15,2,9,41,1
Social Media,Consideration,7402.625862593285,0.1750923071141701,19,4,5,2,1
Referral,Retention,3845.0863690497854,0.0405379955777859,5,7,3,8,1
Referral,Awareness,9938.558586707504,0.2073149934552417,4,8,5,14,1
Referral,Conversion,6663.056267014754,0.0122887455423347,17,3,7,29,1
SEO,Awareness,8170.9595009805425,0.0142750714551382,17,7,4,25,1
Email,Consideration,6730.004134188153,0.2352951496648664,14,9,3,29,1
SEO,Conversion,9895.221281762551,0.0315862435822163,18,4,9,4,1
Referral,Conversion,8231.461695455953,0.0985026855432486,3,8,1,30,1
Referral,Consideration,5242.289857164861,0.287831722990111,5,2,0,21,1
Referral,Retention,3732.107672092139,0.2957216640597667,8,7,0,40,1
Referral,Conversion,6853.33280857354,0.0568068299469593,8,4,8,14,1
Social Media,Retention,5943.195907189388,0.1726615572163965,18,7,8,44,1
Referral,Retention,6330.570851172699,0.1721531602621869,16,9,9,34,1
SEO,Retention,3495.816486209194,0.1411904002544578,19,0,1,18,1
Referral,Conversion,4344.41136364849,0.2781630458965587,13,8,0,33,1
PPC,Awareness,5625.156091417433,0.2286698336460065,7,4,5,17,1
Social Media,Conversion,8408.905679026246,0.2317128113477637,8,2,4,13,1
Referral,Awareness,7652.798285852741,0.0881751352131094,1,1,1,21,0
PPC,Conversion,1274.6931179776243,0.1359527339384752,7,2,4,23,1
SEO,Awareness,2530.987075191979,0.1513528725578813,8,0,1,12,1
Social Media,Awareness,363.91147683697153,0.0966844919492807,12,5,1,7,0
Referral,Conversion,178.809622859355,0.0374971547969968,9,6,6,41,1
SEO,Retention,2321.3171458743936,0.0466441752419426,12,9,7,1,1
PPC,Retention,8013.277385292363,0.0623946271724673,4,6,8,41,1
Social Media,Awareness,9057.001815926433,0.069059466965835,14,1,4,26,1
Referral,Consideration,3978.506822396121,0.0802559246710577,19,2,4,33,1
SEO,Consideration,5675.666106406118,0.0840834083994133,6,3,7,28,1
Social Media,Conversion,7089.92075935827,0.1421577401913854,11,9,0,25,1
PPC,Conversion,9534.073322592092,0.1577762253395519,19,6,4,22,1
Referral,Conversion,9138.029149244574,0.0995749703566432,15,9,8,35,1
Social Media,Consideration,666.2038034756613,0.2731159617770111,1,7,3,8,0
PPC,Retention,2556.84184777188,0.1704105197682968,9,8,3,20,1
PPC,Conversion,586.5309851562531,0.2383683091296879,8,5,8,41,1
SEO,Conversion,6203.769967791608,0.2780289714020446,19,6,6,35,1
PPC,Retention,7133.883833079126,0.0573091832269835,2,7,1,2,1
PPC,Awareness,3152.005782329464,0.134083600277534,10,6,1,6,1
Email,Conversion,8553.133890518824,0.1356310164972365,9,6,7,22,1
PPC,Consideration,4582.846229073827,0.1127969526271226,12,8,3,31,1
Referral,Consideration,9983.976999460425,0.0125827012999755,1,9,9,22,1
Social Media,Conversion,103.9569566343168,0.2466319112556475,15,5,4,15,1
Referral,Consideration,1183.948113343711,0.0423522032506318,7,0,0,4,0
Referral,Retention,3087.753105059869,0.29868937339731,19,2,3,12,1
SEO,Awareness,352.5252197417602,0.2341579626542426,9,4,5,9,1
Email,Awareness,7845.160631608683,0.1782029051058892,16,8,6,1,1
Email,Conversion,622.4406999257435,0.0548358611450632,17,0,5,15,1
Referral,Conversion,7514.89836960889,0.1594639617040416,19,1,1,0,1
Social Media,Awareness,620.4277420165391,0.0857215348487645,9,2,6,5,1
Email,Awareness,2601.999920065152,0.0831735321174901,1,3,3,18,1
Email,Conversion,8428.640475019443,0.2505634823209207,1,5,6,32,1
Referral,Consideration,9515.843412953467,0.120386882948236,9,6,9,27,1
Email,Conversion,4203.810792339072,0.1407099029833332,1,6,1,4,1
SEO,Retention,9702.395746694256,0.2544597739562342,13,1,2,11,1
Referral,Conversion,6306.121145209571,0.0354592814584643,18,2,4,29,1
Email,Conversion,4216.767712086021,0.1824391773964043,8,0,3,16,1
Email,Conversion,8047.733305282378,0.1776825475981809,15,0,4,18,1
Email,Conversion,3023.752349387992,0.1333122250873358,2,5,9,39,1
Referral,Conversion,2731.382987466162,0.2506346460129869,10,3,9,41,1
Social Media,Conversion,6599.822001419636,0.2834381177873508,11,9,3,24,1
PPC,Consideration,3965.82488348414,0.1449473999549471,6,3,2,34,1
Email,Conversion,1445.5884667552978,0.1422826447895359,4,8,4,8,1
PPC,Awareness,762.9459293700971,0.1555984816045159,19,7,2,31,1
PPC,Conversion,7899.641504859926,0.2197059689415878,1,2,6,38,1
Email,Consideration,6791.516244843212,0.203737484302699,3,2,4,37,1
Email,Retention,4176.802423605373,0.0746221352699972,16,7,4,14,1
PPC,Awareness,8972.653588193461,0.0285296510938095,17,1,8,44,1
Social Media,Conversion,4167.481849181735,0.2852836976468689,1,9,4,45,1
PPC,Conversion,7131.9251675072965,0.0857102303227742,8,4,4,36,1
Social Media,Awareness,9100.2412245522,0.1951930385602716,17,5,0,25,1
SEO,Conversion,8423.08304121359,0.2502470207956794,11,4,2,30,1
Social Media,Consideration,5159.937285761832,0.097080257658684,9,0,0,29,1
Referral,Conversion,6838.300285222654,0.1942756899605093,6,4,5,1,1
Email,Retention,4195.291189600954,0.0412910699332752,2,8,1,6,0
SEO,Consideration,6507.252005711729,0.2912801188689416,17,9,4,29,1
PPC,Conversion,2649.769139619419,0.0268658997646815,1,1,8,32,1
Social Media,Retention,4403.946926318577,0.1370706554138831,2,2,5,47,1
SEO,Awareness,2174.5028022582064,0.1656775801974067,14,5,6,38,1
Referral,Consideration,478.03103152752544,0.2392397158123755,8,2,8,46,1
Social Media,Conversion,5926.544520696186,0.0451272699510021,2,5,5,37,1
PPC,Conversion,8657.850518972897,0.1378343124180012,5,6,6,19,1
PPC,Awareness,353.22491876959594,0.0969163551676011,10,2,2,18,1
Social Media,Awareness,2040.6944332200292,0.1004831075510686,1,3,3,8,1
Referral,Consideration,4655.832086777158,0.2358484956589227,16,5,2,21,1
Email,Consideration,6692.378486738308,0.0115836740592316,2,0,5,31,1
Email,Consideration,1795.1690173318757,0.2272342559874302,6,0,4,29,1
PPC,Conversion,661.2788068091803,0.2450155447357007,9,4,0,5,1
Referral,Conversion,5238.582305496203,0.2713950507142,18,7,9,16,1
PPC,Consideration,8205.226159267357,0.1917957229368402,2,0,9,36,1
Email,Conversion,448.8256021964358,0.1067020451989499,19,0,6,14,1
PPC,Awareness,3558.7575585543564,0.1338980724391724,0,0,1,6,0
Social Media,Retention,6668.795953654018,0.2912234638633544,9,9,4,13,1
Social Media,Conversion,1394.3458604144232,0.2655441796663971,12,0,8,19,1
Referral,Consideration,2435.873091238292,0.1444225136388381,7,8,3,29,1
Email,Conversion,5401.377173484034,0.2834882720621675,14,1,5,17,1
Referral,Awareness,9536.99379400576,0.2486569138678731,0,5,3,21,1
Referral,Consideration,2944.691920613185,0.2713160598813405,11,1,6,24,1
Email,Retention,4926.521470085033,0.208063398027017,2,4,8,23,1
SEO,Consideration,4059.315544337741,0.2587196726039785,5,4,5,30,1
SEO,Consideration,8984.227053097791,0.2686121809869544,9,8,9,48,1
PPC,Consideration,811.7096539080447,0.0366848095167947,5,3,9,17,1
SEO,Conversion,5704.861154273567,0.2899129232315909,16,5,2,33,1
Social Media,Retention,8476.585021980445,0.1067477986415783,6,3,7,17,1
Referral,Awareness,9882.364012919656,0.137570857779173,13,5,8,13,1
PPC,Conversion,7017.382425465893,0.2396520901659164,1,2,0,3,0
Referral,Retention,3861.361209098593,0.2028199286160243,13,3,7,6,1
Email,Retention,4177.061090086045,0.2689873746064566,5,8,5,6,1
SEO,Conversion,3581.653975453363,0.1261663877252639,0,0,0,0,0
Email,Consideration,6075.769688088839,0.1182535674660859,17,6,8,39,1
PPC,Retention,7420.117130110684,0.0191897663669827,5,2,0,23,1
Social Media,Awareness,8212.728879530416,0.1441903592342008,17,8,7,31,1
SEO,Conversion,4224.271785863401,0.2199805233954415,3,6,0,9,1
Email,Retention,7195.414172364489,0.0973418281116026,13,1,7,8,1
SEO,Awareness,9170.603661094789,0.144190688965414,2,4,1,38,0
Referral,Awareness,9216.165465061982,0.0736253528607306,13,0,1,2,0
Social Media,Awareness,7069.887126874961,0.2341084637027236,4,0,9,43,1
SEO,Awareness,6405.331708844108,0.0275483527889326,13,6,7,34,1
Social Media,Conversion,5362.108147697567,0.2145610859501444,18,6,3,4,1
Referral,Awareness,1913.6569150030728,0.1198926034060452,7,7,6,6,1
Referral,Conversion,1323.933560793643,0.022062860122265,4,7,9,11,1
Email,Awareness,4908.538967214865,0.2575061803146178,9,6,9,22,1
PPC,Awareness,1678.497146453847,0.1514393403225379,12,2,9,24,1
Email,Conversion,5812.299264126426,0.1838025011886774,5,2,4,16,1
Social Media,Consideration,6492.45702998206,0.2222889005420925,19,1,1,13,1
Email,Retention,5303.594415448403,0.1999715855703447,9,0,1,34,1
SEO,Retention,460.6244538748751,0.2219484925362373,12,7,7,0,1
Email,Conversion,671.5067921430884,0.2310616885275787,19,5,2,21,1
PPC,Awareness,1222.0777283467062,0.1808539438637371,9,4,9,27,1
PPC,Conversion,1621.0934693845563,0.1160349709632494,0,0,7,22,1
Social Media,Awareness,9899.837876316398,0.0805112234177393,3,4,2,17,1
Referral,Conversion,3510.500666944912,0.2718419386293083,12,9,4,45,1
PPC,Retention,2990.536399048733,0.2912782049450839,5,7,2,44,1
Social Media,Conversion,617.4396930758678,0.1137221989784805,7,7,0,43,1
PPC,Retention,6389.671867787406,0.042570111430967,8,9,8,36,0
PPC,Retention,6556.688772799679,0.074535824863765,8,5,4,2,1
Referral,Retention,1836.94202682878,0.2044935303362849,13,1,2,13,1
SEO,Conversion,9200.491255153667,0.0601506772879159,0,1,3,38,1
Social Media,Consideration,8024.88611129176,0.2362354591876865,4,1,5,6,1
PPC,Conversion,2380.161236394329,0.2776787695636669,16,7,7,16,1
PPC,Conversion,4909.91233607372,0.2894589393728656,5,7,1,5,1
Email,Consideration,4638.069476368614,0.0127043967327182,16,7,1,46,0
SEO,Consideration,3550.3523989889754,0.2878647078367808,4,0,2,18,0
Referral,Retention,8194.58365697357,0.2246563815475891,1,8,5,14,1
Social Media,Awareness,1181.7184076493947,0.0343745673565026,17,9,8,38,1
PPC,Awareness,4211.610974295148,0.1304197359458306,5,3,8,4,1
Social Media,Retention,4337.508192437249,0.2130131876280576,13,8,9,14,1
Referral,Conversion,4740.383485680379,0.2874387928717042,0,6,8,44,1
SEO,Awareness,8627.364911876424,0.0576010041473038,10,2,8,25,1
Email,Conversion,2259.8520149948627,0.0470426517588166,9,9,5,38,1
SEO,Consideration,1118.9394177715003,0.1469806454459447,14,9,9,44,1
Email,Consideration,6216.303781928969,0.2907486791841618,8,2,2,12,1
Social Media,Retention,1820.9613022826668,0.291699972424823,6,1,4,30,1
SEO,Conversion,841.8276499607355,0.0760952749053437,11,6,5,12,1
SEO,Retention,4323.82728365343,0.1026106729117226,7,7,8,22,1
SEO,Awareness,2274.4996654955958,0.2733292758369497,9,0,8,39,1
Referral,Awareness,3676.0445267930377,0.2231040323470986,1,6,2,31,0
Social Media,Awareness,2671.139693014329,0.2919717643107092,13,1,6,36,1
Email,Conversion,1017.100980961816,0.2690130252745107,8,6,8,3,1
SEO,Retention,5647.437308949596,0.0723778545909855,0,5,2,16,1
Social Media,Retention,367.4823385909082,0.2303207892296781,15,8,9,19,1
Referral,Awareness,9667.115945144556,0.0240839171524338,4,6,4,45,1
Referral,Retention,3479.172165176166,0.2471715058350274,7,8,0,10,1
Social Media,Consideration,6982.0593538490575,0.1844514611089363,19,4,8,41,1
Email,Consideration,8122.592438219754,0.2872692791645739,0,5,9,32,1
Social Media,Consideration,2863.137475841596,0.2884094120860327,16,5,0,38,1
Social Media,Consideration,7512.513220189676,0.024736381617063,6,2,3,5,0
PPC,Retention,8340.966468704624,0.0565512308111726,10,2,3,38,1
Referral,Consideration,2489.040614734974,0.1504200437224205,6,0,7,46,1
Email,Consideration,9925.69730127112,0.2650531222343832,6,3,4,37,1
PPC,Consideration,304.81796013668463,0.2461890912658563,3,2,2,17,1
Social Media,Consideration,2248.3047543318567,0.2896673076420158,19,6,0,1,1
Referral,Consideration,7822.20548714223,0.1892443939622888,0,5,0,40,1
PPC,Conversion,2021.8971480519533,0.0844034206728699,14,8,3,37,1
PPC,Conversion,7012.772646731444,0.0172809254565014,1,9,6,16,1
Email,Consideration,8569.751009330746,0.0746486823089591,8,2,7,23,1
Social Media,Consideration,9596.221299079176,0.2058292274065511,13,5,0,29,1
Email,Retention,4795.050402462669,0.2786196987694738,15,8,7,42,1
PPC,Consideration,9713.980317522964,0.1030620635193967,16,9,4,23,1
PPC,Awareness,4175.0607371486185,0.2639542557838956,6,2,5,3,0
Email,Conversion,2259.467592776419,0.1245204920189353,1,8,7,6,1
PPC,Consideration,5187.8263455387805,0.0993986623168795,5,2,9,14,1
SEO,Conversion,6533.250118683777,0.1575648304136872,2,0,0,29,1
Referral,Consideration,4633.836828894443,0.1382593127987884,5,2,0,28,1
Social Media,Awareness,5713.027195271236,0.2750019618699352,5,4,7,48,1
Referral,Consideration,4222.450958499167,0.1457945147483567,7,7,7,43,1
Social Media,Conversion,5295.1433448103735,0.0904272622946918,7,0,3,44,1
PPC,Conversion,9530.69715227096,0.254344017475552,8,3,4,12,1
Email,Conversion,5048.328410109687,0.2996373583812743,14,9,8,39,1
Email,Retention,2606.4783648116763,0.1979697115625839,16,7,1,38,1
PPC,Conversion,7611.59155297445,0.082633796991544,3,5,0,28,0
Social Media,Consideration,3442.0861320373383,0.0792563723338219,0,3,6,25,1
PPC,Awareness,8180.450991131768,0.0267349419024253,5,2,9,35,1
Social Media,Awareness,662.735690940463,0.0324149811690846,18,0,3,34,1
PPC,Consideration,3388.5619733760445,0.2753450976030011,4,9,6,48,1
PPC,Retention,1034.1630917803304,0.0379812610443696,10,7,2,47,0
PPC,Consideration,944.6464600337314,0.1504597160002658,9,1,3,18,1
Email,Conversion,6618.056635807129,0.2124553161110216,8,6,9,1,1
Social Media,Retention,3914.8145334007136,0.2566028870043448,15,2,7,13,1
PPC,Consideration,8727.641525652614,0.0596685755735809,18,4,0,15,0
Referral,Retention,5212.4108649479385,0.1369558169463534,17,5,6,48,1
Referral,Awareness,3023.897889605599,0.0829292565539954,12,2,6,35,1
Email,Consideration,7236.799990825728,0.0841886960903144,6,5,5,39,1
SEO,Consideration,6277.766236698427,0.0981133991711359,16,6,0,40,1
Email,Awareness,8015.986746209113,0.1802637021813555,8,9,9,30,1
SEO,Retention,6471.523935784661,0.0148074667888205,9,6,3,47,1
Email,Awareness,1753.4328292793105,0.1285422230315031,19,1,7,47,1
Referral,Retention,6736.069372903953,0.0641807392175098,12,1,1,48,1
PPC,Consideration,3976.337056396522,0.2904643674686641,15,2,9,34,1
Social Media,Retention,4685.115999549924,0.17899145618259,3,6,1,21,1
PPC,Retention,9223.489299799712,0.2617476859607935,9,0,4,20,1
Referral,Conversion,3663.644058347696,0.0667500961631874,0,7,0,27,0
Social Media,Conversion,6158.395515609303,0.2449045528038984,7,3,7,16,1
SEO,Conversion,3698.469160781172,0.1302869137785176,19,5,9,49,1
SEO,Awareness,1037.8021050421382,0.0615314597663267,17,4,3,17,1
Referral,Awareness,4589.900886278176,0.2307611086925875,4,0,5,31,1
Social Media,Conversion,6010.908894150553,0.2309832183084314,10,4,5,22,1
PPC,Consideration,4134.282591172228,0.2988074929905777,18,4,3,5,1
Referral,Consideration,3967.5952283140255,0.2364718059214675,8,6,4,28,1
SEO,Consideration,8221.74728755453,0.052127501898867,14,8,5,5,1
Referral,Awareness,393.88320566575504,0.1035379751178611,4,8,0,32,1
PPC,Retention,3026.295427727188,0.1410008060144323,4,0,5,47,1
Email,Awareness,8136.396927234395,0.0467293136558405,11,4,6,31,1
Email,Conversion,9213.24847125052,0.238531302589866,8,3,5,16,1
PPC,Retention,4181.7658998242005,0.16274257599465,4,6,3,3,1
Social Media,Consideration,8899.063007641156,0.2838903750377685,9,4,5,47,1
Referral,Awareness,2069.408209037824,0.1808993619124878,5,1,1,30,0
PPC,Awareness,2292.127971815709,0.1616407342840936,9,3,0,21,1
Email,Conversion,8477.294628189555,0.0307132943505306,5,9,5,26,1
SEO,Consideration,9042.25163927212,0.0533103124339275,19,3,0,20,1
PPC,Awareness,2305.777102830408,0.2563625622616038,9,9,9,19,1
PPC,Awareness,687.30948068925,0.2972960335694844,8,2,3,33,1
PPC,Retention,994.2089568473486,0.1304019494104981,2,4,5,22,1
Email,Awareness,2687.6702702259963,0.2449249642802294,10,7,5,43,1
Email,Retention,7638.345863753269,0.191999872235889,10,1,7,15,1
PPC,Awareness,5148.9190951832,0.2881271893647969,3,1,0,5,1
PPC,Consideration,4610.329538203419,0.079059798278787,16,8,0,15,1
Social Media,Conversion,5882.985318543409,0.1680023654723034,8,4,7,6,1
SEO,Consideration,8913.208823275643,0.1285507873193527,5,1,4,13,1
Referral,Conversion,995.26075770001,0.1670976330234744,10,1,4,2,1
Referral,Awareness,6977.768863602155,0.087968844191468,18,2,9,32,1
Referral,Consideration,9275.229371988513,0.1543463871875657,17,8,2,48,1
Email,Retention,2212.16541340816,0.1911932025501818,7,5,9,35,1
Email,Conversion,8393.945928022162,0.0335526063598527,13,0,9,38,1
Social Media,Conversion,7010.444636519072,0.2254663038942107,18,9,8,28,1
Email,Awareness,243.2385071241324,0.214891659316521,15,2,9,38,1
PPC,Conversion,2392.955635585069,0.2653327044209307,2,4,7,3,1
SEO,Conversion,6097.86313286922,0.1334984000248784,12,3,9,38,1
SEO,Conversion,5073.763360962996,0.0278840484582681,16,4,7,39,1
SEO,Awareness,5326.568900015973,0.1438237274162892,18,0,2,40,1
SEO,Consideration,2396.1112036075447,0.0499066598979688,4,0,8,21,0
Referral,Awareness,6782.534360015404,0.1977595759213271,15,1,4,14,1
Referral,Retention,2737.5418722740915,0.0236681419980786,13,8,0,3,0
PPC,Conversion,3955.406168136693,0.1184589578060315,18,2,1,17,1
Social Media,Conversion,3752.2675672127534,0.0340244405613736,19,7,6,43,1
Email,Consideration,6753.047718986996,0.0109762658807649,3,9,0,22,0
Email,Conversion,993.502340663852,0.2885615949314616,5,2,1,37,0
Referral,Consideration,2134.864820297834,0.2988769309276212,8,2,4,3,1
SEO,Conversion,2084.920999782172,0.1710958559442257,7,8,4,3,1
PPC,Conversion,1173.40427374553,0.0792971964841903,11,8,5,17,1
Social Media,Awareness,2155.1902904809444,0.2742187206745106,10,1,5,0,1
Referral,Awareness,6109.896652441208,0.2776806131520709,6,7,8,31,1
PPC,Retention,7348.464891654463,0.2578075784395047,7,8,6,20,1
PPC,Consideration,6637.004124994314,0.1678672955245408,9,6,7,37,1
Referral,Retention,4804.362566010736,0.0316636266598479,2,7,4,25,1
PPC,Awareness,619.10225385103,0.0356472889856713,5,0,8,40,0
SEO,Consideration,9594.169405799074,0.27001973843667,10,1,1,48,1
PPC,Awareness,1763.9569622911704,0.2639897857625965,3,7,6,20,1
Social Media,Consideration,6717.371567016141,0.1359752022625531,11,2,1,42,1
PPC,Conversion,9137.6170932729,0.1051648396481633,2,6,7,28,1
Email,Retention,7007.993250211787,0.1967959368417896,9,6,4,40,1
PPC,Retention,2258.6914378706074,0.2440265049941022,6,7,7,42,1
Referral,Consideration,3226.383357763828,0.222188633195028,1,7,4,31,1
Email,Retention,399.0380834098423,0.1885248520347048,11,7,2,3,1
Referral,Awareness,6166.306584336924,0.0771382028890011,13,4,2,12,1
Social Media,Retention,6168.630510727509,0.0861264120740073,6,0,5,34,1
SEO,Consideration,7282.455755626155,0.2199795696053335,16,8,6,26,1
Social Media,Retention,208.86326382865136,0.242759757210799,14,8,6,0,1
Email,Retention,8196.628759362218,0.043679204548881,17,5,2,48,1
SEO,Awareness,7413.238478263051,0.0643161438362787,4,8,1,48,1
PPC,Conversion,1494.7774342884793,0.2073363760314377,10,6,4,38,1
Email,Awareness,3541.503431762888,0.1228061103667063,7,3,2,13,1
SEO,Retention,6421.396439751746,0.1733549315085989,13,9,6,36,1
Referral,Retention,5008.389061909246,0.1882963362701344,1,9,2,29,1
SEO,Conversion,1239.433212622498,0.2350990055075262,19,3,7,13,1
Referral,Conversion,964.71921385224,0.2436579157079031,6,0,6,10,1
Referral,Awareness,7836.417361170106,0.0912279111258223,7,8,7,30,1
SEO,Conversion,1644.074468376317,0.1669760513874296,3,5,0,27,1
